title,author,pg_code,author_id,book_id
A Crystal Age,"Hudson, W. H. (William Henry)",7401,8715,5
John James Audubon,"Burroughs, John",7404,2644,7
The Real Dope,"Lardner, Ring",7405,10141,0
An Essay on Criticism,"Pope, Alexander",7409,13929,1
"The Minister's Charge; Or, The Apprenticeship of Lemuel Barker","Howells, William Dean",7410,8670,67
"Coningsby; Or, The New Generation","Disraeli, Benjamin, Earl of Beaconsfield",7412,4854,1
"Egyptian Tales, Translated from the Papyri: Second series, XVIIIth to XIXth dynasty","Petrie, W. M. Flinders (William Matthew Flinders)",7413,13650,1
Poor White: A Novel,"Anderson, Sherwood",7414,444,3
A Shepherd's Life: Impressions of the South Wiltshire Downs,"Hudson, W. H. (William Henry)",7415,8715,6
The Thirteen,"Balzac, Honoré de",7416,919,100
The Resources of Quinola: A Comedy in a Prologue and Five Acts,"Balzac, Honoré de",7417,919,101
Poems of Optimism,"Wilcox, Ella Wheeler",7421,18666,12
"Roman Holidays, and Others","Howells, William Dean",7422,8670,68
Mike,"Wodehouse, P. G. (Pelham Grenville)",7423,18970,25
The Wishing-Ring Man,"Widdemer, Margaret",7424,18639,0
The Louisa Alcott Reader: a Supplementary Reader for the Fourth Year of School,"Alcott, Louisa May",7425,213,15
Chicot the Jester,"Dumas, Alexandre",7426,5151,31
Toasts and Forms of Public Address for Those Who Wish to Say the Right Thing in the Right Way,"Pittenger, William",7427,13823,0
Familiar Spanish Travels,"Howells, William Dean",7430,8670,69
Confessions and Criticisms,"Hawthorne, Julian",7431,7900,5
On Nothing & Kindred Subjects,"Belloc, Hilaire",7432,1371,3
The Awkward Age,"James, Henry",7433,9104,45
The Adventures of Joel Pepper,"Sidney, Margaret",7434,15846,4
Springhaven: A Tale of the Great War,"Blackmore, R. D. (Richard Doddridge)",7435,1717,3
A Peep Behind the Scenes,"Walton, O. F., Mrs.",7437,18095,0
Friends in Council — First Series,"Helps, Arthur, Sir",7438,8026,0
The Writings of John Burroughs — Volume 05: Pepacton,"Burroughs, John",7441,2644,8
Windy McPherson's Son,"Anderson, Sherwood",7443,444,4
Psyche,Molière,7444,12178,14
"Ars Recte Vivendi; Being Essays Contributed to ""The Easy Chair""","Curtis, George William",7445,4279,1
The Naturalist in La Plata,"Hudson, W. H. (William Henry)",7446,8715,7
The Rising of the Court,"Lawson, Henry",7447,10211,6
The Hour Glass,"Yeats, W. B. (William Butler)",7448,19229,6
Terre Napoleón; a History of French Explorations and Projects in Australia,"Scott, Ernest, Sir",7450,15452,2
The Countess of Escarbagnas,Molière,7451,12178,15
Darkness and Dawn,"England, George Allan",7463,5523,0
The Adventures of Sally,"Wodehouse, P. G. (Pelham Grenville)",7464,18970,26
Richard of Jamestown : a Story of the Virginia Colony,"Otis, James",7465,13194,2
The Newcomes: Memoirs of a Most Respectable Family,"Thackeray, William Makepeace",7467,17080,27
Daniel Deronda,"Eliot, George",7469,5415,6
Castilian Days,"Hay, John",7470,7905,1
"The Man with Two Left Feet, and Other Stories","Wodehouse, P. G. (Pelham Grenville)",7471,18970,27
The Duke of Stockbridge: A Romance of Shays' Rebellion,"Bellamy, Edward",7472,1360,4
"Lost on the Moon; Or, in Quest of the Field of Diamonds","Rockwood, Roy",7473,14821,4
The Ancient East,"Hogarth, D. G. (David George)",7474,8385,0
"From the Easy Chair, Volume 1","Curtis, George William",7475,4279,2
"The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 03","Hakluyt, Richard",7476,7416,4
The Book of Wonder,"Dunsany, Lord",7477,5197,3
"Toby Tyler; Or, Ten Weeks with a Circus","Otis, James",7478,13194,3
Dorothy Dainty at Glenmore,"Brooks, Amy",7479,2299,2
The Created Legend,"Sologub, Fyodor",7480,16202,0
The Three Clerks,"Trollope, Anthony",7481,17428,40
"The Last American: A Fragment from the Journal of Khan-li, Prince of Dimph-yoo-chur and Admiral in the Persian Navy","Mitchell, John Ames",7485,12133,0
The Master of Silence: A Romance,"Bacheller, Irving",7486,753,1
Count Alarcos; a Tragedy,"Disraeli, Benjamin, Earl of Beaconsfield",7487,4854,2
Through Central Borneo; an Account of Two Years' Travel in the Land of Head-Hunters Between the Years 1913 and 1917,"Lumholtz, Carl",7489,10838,0
Dryden's Palamon and Arcite,"Dryden, John",7490,5091,2
"De Amicitia, Scipio's Dream","Cicero, Marcus Tullius",7491,3336,2
The Fighting Chance,"Chambers, Robert W. (Robert William)",7492,3151,3
The Daughter of the Chieftain : the Story of an Indian Girl,"Ellis, Edward Sylvester",7493,5448,3
"The Outdoor Girls in Army Service; Or, Doing Their Bit for the Soldier Boys","Hope, Laura Lee",7494,8520,16
"Jack Ranger's Western Trip; Or, from Boarding School to Ranch and Range","Young, Clarence",7496,19254,1
Further Adventures of Quincy Adams Sawyer and Mason Corner Folks,"Pidgin, Charles Felton",7497,13752,0
Five Little Peppers Grown Up,"Sidney, Margaret",7498,15846,5
Annie Kilburn : a Novel,"Howells, William Dean",7502,8670,70
Half-Past Seven Stories,"Anderson, Robert Gordon",7505,441,0
"The Huge Hunter; Or, The Steam Man of the Prairies","Ellis, Edward Sylvester",7506,5448,4
A Mummer's Wife,"Moore, George",7508,12279,3
The Logbooks of the Lady Nelson: With the journal of her first commander Lieutenant James Grant,"Lee, Ida",7509,10319,0
Keith of the Border: A Tale of the Plains,"Parrish, Randall",7510,13361,1
"O. T., A Danish Romance","Andersen, H. C. (Hans Christian)",7513,405,2
A Guide to Stoicism,"Stock, St. George William Joseph",7514,16618,1
The Glory of the Trenches,"Dawson, Coningsby",7515,4562,0
Crucial Instances,"Wharton, Edith",7516,18481,17
Sanctuary,"Wharton, Edith",7517,18481,18
More Jataka Tales,"Babbitt, Ellen C.",7518,738,0
Snow-Blind,"Burt, Katharine Newlin",7520,2651,0
King Coal : $b a novel,"Sinclair, Upton",7522,15904,17
The Lady of the Decoration,"Little, Frances",7523,10606,1
The Germany and the Agricola of Tacitus,"Tacitus, Cornelius",7524,16919,1
The Englishwoman in America,"Bird, Isabella L. (Isabella Lucy)",7526,1645,5
The Reverberator,"James, Henry",7529,9104,46
Shallow Soil,"Hamsun, Knut",7537,7586,1
Quotes and Images from the Memoirs of Jacques Casanova de Seingalt,"Casanova, Giacomo",7538,3025,32
Quotes and Images from Chesterfield's Letters to His Son,"Chesterfield, Philip Dormer Stanhope, Earl of",7539,3256,12
Quotes and Images from Christopher Columbus,"Young, Filson",7540,19264,9
Quotes and Images from Celebrated Crimes,"Dumas, Alexandre",7541,5151,32
Quotes and Images From The Novels of Georg Ebers,"Ebers, Georg",7542,5295,162
Quotes and Images From The Tales and Novels of Jean de La Fontaine,"La Fontaine, Jean de",7543,9992,27
Quotes and Images From the Works of John Galsworthy,"Galsworthy, John",7544,6481,48
"Quotes and Images From the Works of Oliver Wendell Holmes, Sr.","Holmes, Oliver Wendell",7545,8459,31
Quotes and Images From The Works of William Dean Howells,"Howells, William Dean",7546,8670,71
Quotes and Images from the Writings of Abraham Lincoln,"Lincoln, Abraham",7547,10542,13
Quotes and Images From The Confessions of Harry Lorrequer,"Lever, Charles James",7548,10451,7
Quotes and Images From The Short Stories of Maupassant,"Maupassant, Guy de",7549,11537,22
Quotes and Images From The Works of George Meredith,"Meredith, George",7550,11900,107
Quotes and Images From The Works of Michel De Montaigne,"Montaigne, Michel de",7551,12220,22
Quotes and Images From Motley's History of the Netherlands,"Motley, John Lothrop",7552,12444,101
Quotes and Images From The Works of Gilbert Parker,"Parker, Gilbert",7553,13332,128
Quotes and Images From The Diary of Samuel Pepys,"Pepys, Samuel",7554,13580,86
Quotes and Images From The Confessions of Jean Jacques Rousseau,"Rousseau, Jean-Jacques",7555,14995,15
Quotes and Images From The Works of Mark Twain,"Twain, Mark",7556,17537,121
Quotes and Images From The Works of Charles Dudley Warner,"Warner, Charles Dudley",7557,18156,41
Quotes and Images From Memoirs of Marie Antoinette,"Campan, Mme. (Jeanne-Louise-Henriette)",7558,2837,8
Quotes and Images from Memoirs of the Court of St. Cloud,"Goldsmith, Lewis",7559,6887,8
Quotes and Images From Memoirs of Count Grammont,"Hamilton, Anthony, Count",7560,7537,8
Quotes and Images From Memoirs of Louis XV. and XVI.,"Du Hausset, Mme.",7561,5102,8
Quotes and Images From Memoirs of Madame De Montespan,"Montespan, Madame de",7562,12227,8
Quotes and Images From Memoirs of Louis XIV.,"Orléans, Charlotte-Elisabeth, duchesse d'",7563,13144,5
Quotes and Images From Memoirs of Cardinal De Retz,"Retz, Jean François Paul de Gondi de",7564,14494,5
Quotes and Images From Memoirs of Louis XIV.,"Saint-Simon, Louis de Rouvroy, duc de",7565,15172,16
Quotes and Images From Memoirs of Marguerite de Valois,"Marguerite, Queen, consort of Henry IV, King of France",7566,11288,4
Widger's Quotes and Images from The Ink Stain by René Bazin: The French Immortals: Quotes and Images,"Bazin, René",7567,1199,4
Widger's Quotes and Images from Jacqueline by Therese Bentzon: The French Immortals: Quotes And Images,"Bentzon, Th.",7568,1462,4
Widger's Quotes and Images from Gerfaut by Charles de Bernard: The French Immortals: Quotes And Images,"Bernard, Charles de",7569,1494,5
Widger's Quotes and Images from Cosmopolis by Paul Bourget: The French Immortals: Quotes And Images,"Bourget, Paul",7570,1973,5
Widger's Quotes and Images from Zilah by Jules Claretie: The French Immortals: Quotes And Images,"Claretie, Jules",7571,3352,4
Widger's Quotes and Images from A Romance of Youth by François Coppée: The French Immortals: Quotes And Images,"Coppée, François",7572,3868,5
Widger's Quotes and Images from Fromont and Risler by Alphonse Daudet: The French Immortals: Quotes and Images,"Daudet, Alphonse",7573,4461,8
Widger's Quotes and Images from Cinq Mars by Alfred de Vigny: The French Immortals: Quotes and Images,"Vigny, Alfred de",7574,17864,7
"Widger's Quotes and Images from Monsieur, Madame, and Bébé by Gustave Droz: The French Immortals: Quotes and Images","Droz, Gustave",7575,5078,4
Widger's Quotes and Images from Monsieur de Camors by Octave Feuillet: The French Immortals: Quotes and Images,"Feuillet, Octave",7576,5828,4
Widger's Quotes and Images from The Red Lily by Anatole France: The French Immortals: Quotes and Images,"France, Anatole",7577,6236,8
Widger's Quotes and Images from L'Abbe Constantin by Ludovic Halévy: The French Immortals: Quotes and Images,"Halévy, Ludovic",7578,7520,4
Widger's Quotes and Images from Madame Chrysantheme by Pierre Loti: The French Immortals: Quotes and Images,"Loti, Pierre",7579,10744,8
Widger's Quotes and Images from Conscience by Hector Malot: The French Immortals: Quotes and Images,"Malot, Hector",7580,11202,5
Widger's Quotes and Images from Zibeline by Phillipe de Massa: The French Immortals: Quotes and Images,"Massa, Philippe, marquis de",7581,11458,4
Widger's Quotes and Images from The Confession of a Child of the Century by Alfred de Musset: The French Immortals: Quotes and Images,"Musset, Alfred de",7582,12590,4
Widger's Quotes and Images from Serge Panine by George Ohnet: The French Immortals: Quotes and Images,"Ohnet, Georges",7583,13073,5
Widger's Quotes and Images from An Attic Philosopher in Paris by Émile Souvestre: The French Immortals: Quotes and Images,"Souvestre, Émile",7584,16246,4
Widger's Quotes and Images from A Woodland Queen by André Theuriet: The French Immortals: Quotes and Images,"Theuriet, André",7585,17101,4
The Caxtons: A Family Picture — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7586,10900,11
The Caxtons: A Family Picture — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7587,10900,12
The Caxtons: A Family Picture — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7588,10900,13
The Caxtons: A Family Picture — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7589,10900,14
The Caxtons: A Family Picture — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7590,10900,15
The Caxtons: A Family Picture — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7591,10900,16
The Caxtons: A Family Picture — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7592,10900,17
The Caxtons: A Family Picture — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7593,10900,18
The Caxtons: A Family Picture — Volume 09,"Lytton, Edward Bulwer Lytton, Baron",7594,10900,19
The Caxtons: A Family Picture — Volume 10,"Lytton, Edward Bulwer Lytton, Baron",7595,10900,20
The Caxtons: A Family Picture — Volume 11,"Lytton, Edward Bulwer Lytton, Baron",7596,10900,21
The Caxtons: A Family Picture — Volume 12,"Lytton, Edward Bulwer Lytton, Baron",7597,10900,22
The Caxtons: A Family Picture — Volume 13,"Lytton, Edward Bulwer Lytton, Baron",7598,10900,23
The Caxtons: A Family Picture — Volume 14,"Lytton, Edward Bulwer Lytton, Baron",7599,10900,24
"Select Speeches of Daniel Webster, 1817-1845","Webster, Daniel",7600,18317,0
The Caxtons: A Family Picture — Volume 15,"Lytton, Edward Bulwer Lytton, Baron",7601,10900,25
The Caxtons: A Family Picture — Volume 16,"Lytton, Edward Bulwer Lytton, Baron",7602,10900,26
The Caxtons: A Family Picture — Volume 17,"Lytton, Edward Bulwer Lytton, Baron",7603,10900,27
The Caxtons: A Family Picture — Volume 18,"Lytton, Edward Bulwer Lytton, Baron",7604,10900,28
The Caxtons: A Family Picture — Complete,"Lytton, Edward Bulwer Lytton, Baron",7605,10900,29
Zicci: A Tale — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7606,10900,30
Zicci: A Tale — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7607,10900,31
Zicci: A Tale — Complete,"Lytton, Edward Bulwer Lytton, Baron",7608,10900,32
Eugene Aram — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7609,10900,33
Eugene Aram — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7610,10900,34
Eugene Aram — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7611,10900,35
Eugene Aram — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7612,10900,36
Eugene Aram — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7613,10900,37
Eugene Aram — Complete,"Lytton, Edward Bulwer Lytton, Baron",7614,10900,38
Pelham — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7615,10900,39
Pelham — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7616,10900,40
Pelham — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7617,10900,41
Pelham — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7618,10900,42
Pelham — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7619,10900,43
Pelham — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7620,10900,44
Pelham — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7621,10900,45
Pelham — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7622,10900,46
Pelham — Complete,"Lytton, Edward Bulwer Lytton, Baron",7623,10900,47
Devereux — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7624,10900,48
Devereux — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7625,10900,49
Devereux — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7626,10900,50
Devereux — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7627,10900,51
Devereux — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7628,10900,52
Devereux — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7629,10900,53
Devereux — Complete,"Lytton, Edward Bulwer Lytton, Baron",7630,10900,54
The Disowned — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7631,10900,55
The Disowned — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7632,10900,56
The Disowned — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7633,10900,57
The Disowned — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7634,10900,58
The Disowned — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7635,10900,59
The Disowned — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7636,10900,60
The Disowned — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7637,10900,61
The Disowned — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7638,10900,62
The Disowned — Complete,"Lytton, Edward Bulwer Lytton, Baron",7639,10900,63
Ernest Maltravers — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7640,10900,64
Ernest Maltravers — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7641,10900,65
Ernest Maltravers — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7642,10900,66
Ernest Maltravers — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7643,10900,67
Ernest Maltravers — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7644,10900,68
Ernest Maltravers — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7645,10900,69
Ernest Maltravers — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7646,10900,70
Ernest Maltravers — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7647,10900,71
Ernest Maltravers — Volume 09,"Lytton, Edward Bulwer Lytton, Baron",7648,10900,72
Ernest Maltravers — Complete,"Lytton, Edward Bulwer Lytton, Baron",7649,10900,73
Kenelm Chillingly — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7650,10900,74
Kenelm Chillingly — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7651,10900,75
Kenelm Chillingly — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7652,10900,76
Kenelm Chillingly — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7653,10900,77
Kenelm Chillingly — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7654,10900,78
Kenelm Chillingly — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7655,10900,79
Kenelm Chillingly — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7656,10900,80
Kenelm Chillingly — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7657,10900,81
Kenelm Chillingly — Complete,"Lytton, Edward Bulwer Lytton, Baron",7658,10900,82
What Will He Do with It? — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7659,10900,83
What Will He Do with It? — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7660,10900,84
What Will He Do with It? — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7661,10900,85
What Will He Do with It? — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7662,10900,86
What Will He Do with It? — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7663,10900,87
What Will He Do with It? — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7664,10900,88
What Will He Do with It? — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7665,10900,89
What Will He Do with It? — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7666,10900,90
What Will He Do with It? — Volume 09,"Lytton, Edward Bulwer Lytton, Baron",7667,10900,91
What Will He Do with It? — Volume 10,"Lytton, Edward Bulwer Lytton, Baron",7668,10900,92
What Will He Do with It? — Volume 11,"Lytton, Edward Bulwer Lytton, Baron",7669,10900,93
What Will He Do with It? — Volume 12,"Lytton, Edward Bulwer Lytton, Baron",7670,10900,94
What Will He Do with It? — Complete,"Lytton, Edward Bulwer Lytton, Baron",7671,10900,95
Harold : the Last of the Saxon Kings — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7672,10900,96
Harold : the Last of the Saxon Kings — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7673,10900,97
Harold : the Last of the Saxon Kings — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7674,10900,98
Harold : the Last of the Saxon Kings — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7675,10900,99
Harold : the Last of the Saxon Kings — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7676,10900,100
Harold : the Last of the Saxon Kings — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7677,10900,101
Harold : the Last of the Saxon Kings — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7678,10900,102
Harold : the Last of the Saxon Kings — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7679,10900,103
Harold : the Last of the Saxon Kings — Volume 09,"Lytton, Edward Bulwer Lytton, Baron",7680,10900,104
Harold : the Last of the Saxon Kings — Volume 10,"Lytton, Edward Bulwer Lytton, Baron",7681,10900,105
Harold : the Last of the Saxon Kings — Volume 11,"Lytton, Edward Bulwer Lytton, Baron",7682,10900,106
Harold : the Last of the Saxon Kings — Volume 12,"Lytton, Edward Bulwer Lytton, Baron",7683,10900,107
Lucretia — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7685,10900,109
Lucretia — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7686,10900,110
Lucretia — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7687,10900,111
Lucretia — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7688,10900,112
Lucretia — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7689,10900,113
Lucretia — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7690,10900,114
Lucretia — Complete,"Lytton, Edward Bulwer Lytton, Baron",7691,10900,115
A Strange Story — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7692,10900,116
A Strange Story — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7693,10900,117
A Strange Story — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7694,10900,118
A Strange Story — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7695,10900,119
A Strange Story — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7696,10900,120
A Strange Story — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7697,10900,121
A Strange Story — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7698,10900,122
A Strange Story — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7699,10900,123
Lysistrata,Aristophanes,7700,540,4
A Strange Story — Complete,"Lytton, Edward Bulwer Lytton, Baron",7701,10900,124
"""My Novel"" — Volume 01","Lytton, Edward Bulwer Lytton, Baron",7702,10900,125
"""My Novel"" — Volume 02","Lytton, Edward Bulwer Lytton, Baron",7703,10900,126
"""My Novel"" — Volume 03","Lytton, Edward Bulwer Lytton, Baron",7704,10900,127
"""My Novel"" — Volume 04","Lytton, Edward Bulwer Lytton, Baron",7705,10900,128
"""My Novel"" — Volume 05","Lytton, Edward Bulwer Lytton, Baron",7706,10900,129
"""My Novel"" — Volume 06","Lytton, Edward Bulwer Lytton, Baron",7707,10900,130
"""My Novel"" — Volume 07","Lytton, Edward Bulwer Lytton, Baron",7708,10900,131
"""My Novel"" — Volume 08","Lytton, Edward Bulwer Lytton, Baron",7709,10900,132
"""My Novel"" — Volume 09","Lytton, Edward Bulwer Lytton, Baron",7710,10900,133
"""My Novel"" — Volume 10","Lytton, Edward Bulwer Lytton, Baron",7711,10900,134
"""My Novel"" — Volume 11","Lytton, Edward Bulwer Lytton, Baron",7712,10900,135
"""My Novel"" — Volume 12","Lytton, Edward Bulwer Lytton, Baron",7713,10900,136
"""My Novel"" — Complete","Lytton, Edward Bulwer Lytton, Baron",7714,10900,137
The Last of the Barons — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7715,10900,138
The Last of the Barons — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7716,10900,139
The Last of the Barons — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7717,10900,140
The Last of the Barons — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7718,10900,141
The Last of the Barons — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7719,10900,142
The Last of the Barons — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7720,10900,143
The Last of the Barons — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7721,10900,144
The Last of the Barons — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7722,10900,145
The Last of the Barons — Volume 09,"Lytton, Edward Bulwer Lytton, Baron",7723,10900,146
The Last of the Barons — Volume 10,"Lytton, Edward Bulwer Lytton, Baron",7724,10900,147
The Last of the Barons — Volume 11,"Lytton, Edward Bulwer Lytton, Baron",7725,10900,148
The Last of the Barons — Volume 12,"Lytton, Edward Bulwer Lytton, Baron",7726,10900,149
The Last of the Barons — Complete,"Lytton, Edward Bulwer Lytton, Baron",7727,10900,150
Paul Clifford — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7728,10900,151
Paul Clifford — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7729,10900,152
Paul Clifford — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7730,10900,153
Paul Clifford — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7731,10900,154
Paul Clifford — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7732,10900,155
Paul Clifford — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7733,10900,156
Paul Clifford — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7734,10900,157
Paul Clifford — Complete,"Lytton, Edward Bulwer Lytton, Baron",7735,10900,158
Tomlinsoniana,"Lytton, Edward Bulwer Lytton, Baron",7736,10900,159
The Parisians — Volume 01,"Lytton, Edward Bulwer Lytton, Baron",7737,10900,160
The Parisians — Volume 02,"Lytton, Edward Bulwer Lytton, Baron",7738,10900,161
The Parisians — Volume 03,"Lytton, Edward Bulwer Lytton, Baron",7739,10900,162
The Parisians — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",7740,10900,163
The Parisians — Volume 05,"Lytton, Edward Bulwer Lytton, Baron",7741,10900,164
The Parisians — Volume 06,"Lytton, Edward Bulwer Lytton, Baron",7742,10900,165
The Parisians — Volume 07,"Lytton, Edward Bulwer Lytton, Baron",7743,10900,166
The Parisians — Volume 08,"Lytton, Edward Bulwer Lytton, Baron",7744,10900,167
The Parisians — Volume 09,"Lytton, Edward Bulwer Lytton, Baron",7745,10900,168
The Parisians — Volume 10,"Lytton, Edward Bulwer Lytton, Baron",7746,10900,169
The Parisians — Volume 11,"Lytton, Edward Bulwer Lytton, Baron",7747,10900,170
The Parisians — Volume 12,"Lytton, Edward Bulwer Lytton, Baron",7748,10900,171
The Parisians — Complete,"Lytton, Edward Bulwer Lytton, Baron",7749,10900,172
"Godolphin, Volume 1.","Lytton, Edward Bulwer Lytton, Baron",7750,10900,173
"Godolphin, Volume 2.","Lytton, Edward Bulwer Lytton, Baron",7751,10900,174
"Godolphin, Volume 3.","Lytton, Edward Bulwer Lytton, Baron",7752,10900,175
"Godolphin, Volume 4.","Lytton, Edward Bulwer Lytton, Baron",7753,10900,176
"Godolphin, Volume 5.","Lytton, Edward Bulwer Lytton, Baron",7754,10900,177
"Godolphin, Volume 6.","Lytton, Edward Bulwer Lytton, Baron",7755,10900,178
"Godolphin, Complete","Lytton, Edward Bulwer Lytton, Baron",7756,10900,179
"Falkland, Book 1.","Lytton, Edward Bulwer Lytton, Baron",7757,10900,180
"Falkland, Book 2.","Lytton, Edward Bulwer Lytton, Baron",7758,10900,181
"Falkland, Book 3.","Lytton, Edward Bulwer Lytton, Baron",7759,10900,182
"Falkland, Book 4.","Lytton, Edward Bulwer Lytton, Baron",7760,10900,183
"Falkland, Complete","Lytton, Edward Bulwer Lytton, Baron",7761,10900,184
Wanderers,"Hamsun, Knut",7762,7586,2
The Law-Breakers and Other Stories,"Grant, Robert",7763,7056,0
Little Bear at Work and at Play,"Fox, Frances Margaret",7764,6220,0
A Dog of Flanders,Ouida,7766,13199,3
The Graymouse Family,"Leonard, Nellie M. (Nellie Mabel)",7767,10415,0
The Adventures of Ulysses,"Lamb, Charles",7768,10047,2
"The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 04","Hakluyt, Richard",7769,7416,5
"The Journal of Arthur Stirling : (""The Valley of the Shadow"")","Sinclair, Upton",7774,15904,18
Memoirs of the Life of the Rt. Hon. Richard Brinsley Sheridan — Volume 02,"Moore, Thomas",7775,12299,1
The Call of the Cumberlands,"Buck, Charles Neville",7776,2493,0
Of Captain Mission,"Defoe, Daniel",7779,4669,12
